document_id,owner_type,owner_id,doc_type,hash,uri,version,status,document_key,trace_id,created_at,updated_at
db99d334-0150-4b53-8f80-9801f304ef26,borrower,c92c3d38-1799-41f3-ac09-afa0673d1709,inss_extract,H-8fcaaecf-6124-4b,http://files.example/c92c3d38-1799-41f3-ac09-afa0673d1709/inss.pdf,v1,present,DOC-1190cdce,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3580847d-296e-4b68-ac6a-4fed91378d20,borrower,8b1e1d16-8baf-49fc-99f7-4f808b79ee03,inss_extract,H-fc863a99-1c31-48,http://files.example/8b1e1d16-8baf-49fc-99f7-4f808b79ee03/inss.pdf,v1,present,DOC-22a164f5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a9b50905-d7f3-4078-9f21-55ade32a49fb,borrower,72fd0efe-4660-4899-b043-6a8ef2585291,inss_extract,H-4ab7c933-e256-42,http://files.example/72fd0efe-4660-4899-b043-6a8ef2585291/inss.pdf,v1,present,DOC-9f0b7397,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3ef14993-baf7-4951-87ff-21e603293489,borrower,55baeafc-cb82-40b0-8ddd-7e8d09d44f79,inss_extract,H-8540e0bd-6ace-4c,http://files.example/55baeafc-cb82-40b0-8ddd-7e8d09d44f79/inss.pdf,v1,present,DOC-33daca31,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b8c118bd-e8b1-4da0-bbaa-8c92a6d8e9e2,borrower,e94360b6-48ce-4d2e-a525-87e00490c168,inss_extract,H-3663dca8-1afe-4c,http://files.example/e94360b6-48ce-4d2e-a525-87e00490c168/inss.pdf,v1,present,DOC-35afcaed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2e227e77-592a-434c-8cad-f2b1b6135eee,borrower,6e5259f6-52cb-4ee0-a9e4-27dabf6e0a8f,inss_extract,H-69a873f7-f64b-4b,http://files.example/6e5259f6-52cb-4ee0-a9e4-27dabf6e0a8f/inss.pdf,v1,present,DOC-3c412a31,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
49c4056b-6cb3-46cf-99d4-a854bf929cf1,borrower,cad3da50-b955-4485-967a-4a9441d6bcbf,inss_extract,H-828b9d6e-0152-4a,http://files.example/cad3da50-b955-4485-967a-4a9441d6bcbf/inss.pdf,v1,present,DOC-dc35d9ba,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a1935333-7079-4e11-beba-6682c27e6b22,borrower,c95590ed-728c-4a1b-9e9c-8fd91e746501,inss_extract,H-6b0d9d37-263a-41,http://files.example/c95590ed-728c-4a1b-9e9c-8fd91e746501/inss.pdf,v1,present,DOC-34d29f9e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
36129497-2014-4493-a9d3-6472e824da4a,borrower,6a145692-86e6-4137-8c50-7a457fb007e6,inss_extract,H-24afbf75-62ef-45,http://files.example/6a145692-86e6-4137-8c50-7a457fb007e6/inss.pdf,v1,present,DOC-e3877039,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a6c4f9c9-f779-4401-bcf1-2861ef362a95,borrower,41102147-8527-4ea1-a8f8-f032ab2acf28,inss_extract,H-3e294171-e9dc-48,http://files.example/41102147-8527-4ea1-a8f8-f032ab2acf28/inss.pdf,v1,present,DOC-56ef7b57,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4981ddcf-80da-4dfc-88bc-c8b784b6ec0f,borrower,0099db62-56bf-4b44-a3f2-379248077cff,inss_extract,H-b10b4e30-41be-41,http://files.example/0099db62-56bf-4b44-a3f2-379248077cff/inss.pdf,v1,present,DOC-0332fa8a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
503a3fbd-7230-44be-ae90-e7118de7f7d4,borrower,16695e53-2027-429a-b71f-22a1d6922f5e,inss_extract,H-a161368e-a67b-41,http://files.example/16695e53-2027-429a-b71f-22a1d6922f5e/inss.pdf,v1,present,DOC-2b8c8be7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bca82078-acd0-4f41-91c9-04b5367f5cf4,borrower,dbe90a34-7f0c-41b5-8d18-e987b717cf9d,inss_extract,H-8f2f27c4-f30f-43,http://files.example/dbe90a34-7f0c-41b5-8d18-e987b717cf9d/inss.pdf,v1,present,DOC-1508682d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
58b8b46f-f375-453d-97c2-8687ad0fe9d8,borrower,52866a31-fdc4-4ed4-817d-d1b4e0f34036,inss_extract,H-c3a10e4f-59b8-40,http://files.example/52866a31-fdc4-4ed4-817d-d1b4e0f34036/inss.pdf,v1,present,DOC-d992e384,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e2fa4dbf-b394-4c67-a021-a38eeecc6031,borrower,d50e810e-7f17-41b9-8ed7-a391cb283e95,inss_extract,H-b1dc27a1-fc3c-4b,http://files.example/d50e810e-7f17-41b9-8ed7-a391cb283e95/inss.pdf,v1,present,DOC-1a87d33c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
518bec33-9827-4bda-aba3-4cede594fd1a,borrower,a0bf84fc-3236-4455-96d6-7ca3fa3e6658,inss_extract,H-73782819-af2d-48,http://files.example/a0bf84fc-3236-4455-96d6-7ca3fa3e6658/inss.pdf,v1,present,DOC-2543ed28,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b30a3134-72b9-41e1-afd4-5c6acbceb567,borrower,780b57c2-10b6-4ba4-88a2-a1c7e1676b29,inss_extract,H-5222c403-4745-4f,http://files.example/780b57c2-10b6-4ba4-88a2-a1c7e1676b29/inss.pdf,v1,present,DOC-c5ff39a7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bc666b97-c44d-4f97-aab2-dcec96f98bf7,borrower,34c593c7-b927-48c1-842b-80d08f596399,inss_extract,H-dce2c318-259b-4b,http://files.example/34c593c7-b927-48c1-842b-80d08f596399/inss.pdf,v1,present,DOC-6097f2f7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b61e26bd-56b6-4b22-a2f5-1d658952535c,borrower,4a8f0e93-b8a6-43a0-9461-8b70402c2667,inss_extract,H-97230bb3-229d-48,http://files.example/4a8f0e93-b8a6-43a0-9461-8b70402c2667/inss.pdf,v1,present,DOC-4bc0f953,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c7206fef-f519-48e3-9efd-af2f087d6059,borrower,eb42c6fd-1323-4751-8479-5be889474974,inss_extract,H-f420369d-4e02-42,http://files.example/eb42c6fd-1323-4751-8479-5be889474974/inss.pdf,v1,present,DOC-dabe0c7e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d1e4e791-2dd1-4558-913a-6efaf065feba,borrower,38f78c62-3f3b-4dce-942a-9ac679db5e0d,inss_extract,H-84129574-60cd-4c,http://files.example/38f78c62-3f3b-4dce-942a-9ac679db5e0d/inss.pdf,v1,present,DOC-faa3a7a0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
11300acf-69a3-42fe-b138-938e92685dcd,borrower,5d993a09-b23a-4e27-8741-6f243fe65e22,inss_extract,H-b74377ec-c99e-4d,http://files.example/5d993a09-b23a-4e27-8741-6f243fe65e22/inss.pdf,v1,present,DOC-fabed41b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1569585f-3106-4e28-b4bf-8c35f53968df,borrower,014fad59-6557-49d6-9f95-49fcc63bcbaf,inss_extract,H-d0e7d743-e3b8-48,http://files.example/014fad59-6557-49d6-9f95-49fcc63bcbaf/inss.pdf,v1,present,DOC-71492533,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
acf093bc-73d5-4982-8922-0c948531a887,borrower,3c0ea30a-df3c-489f-b3b7-6759a5790484,inss_extract,H-3b423172-101c-4f,http://files.example/3c0ea30a-df3c-489f-b3b7-6759a5790484/inss.pdf,v1,present,DOC-a6b68dc7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e89e109d-84df-4758-869b-effa0b017b9f,borrower,718493a4-c721-4d72-9154-35eae9105a19,inss_extract,H-3b1b45e6-5434-4f,http://files.example/718493a4-c721-4d72-9154-35eae9105a19/inss.pdf,v1,present,DOC-4da7289f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a6332ca3-2451-4685-9c99-8d75b2e789eb,borrower,91870b5d-449b-477c-a5e0-6b5438df4629,inss_extract,H-5b53a22e-0653-4a,http://files.example/91870b5d-449b-477c-a5e0-6b5438df4629/inss.pdf,v1,present,DOC-2ea80b2b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bab6dcb3-936a-4b6b-8ba0-a2f3d4caac4c,borrower,af104290-dda3-43b7-a20a-140075fe962b,inss_extract,H-ba18a4ea-589c-4c,http://files.example/af104290-dda3-43b7-a20a-140075fe962b/inss.pdf,v1,present,DOC-c1d9d6eb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a77d7ede-bc51-4d92-92c5-b6f1550d7e50,borrower,ff171e59-94ae-4267-97fd-7f6f69660e5a,inss_extract,H-c4c7fd7c-28b1-4e,http://files.example/ff171e59-94ae-4267-97fd-7f6f69660e5a/inss.pdf,v1,present,DOC-dc7171e4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
fc8b537c-7e75-4644-a164-ab49efa47769,borrower,b5c7e6be-df30-4ecd-914c-604b9eec051a,inss_extract,H-1ed02e0c-92fc-43,http://files.example/b5c7e6be-df30-4ecd-914c-604b9eec051a/inss.pdf,v1,present,DOC-27126fa9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8e61f886-2a47-44f1-acec-baba1e30c70e,borrower,7a1b35a8-1f79-4d99-a9bb-3a0fa532a66e,inss_extract,H-83679e21-2604-44,http://files.example/7a1b35a8-1f79-4d99-a9bb-3a0fa532a66e/inss.pdf,v1,present,DOC-c36420c4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f4754c48-35b6-4d61-90ff-acc7fa9a28b6,borrower,77609cfd-c900-4d61-a883-82e7aca68c63,inss_extract,H-6cac311d-597d-44,http://files.example/77609cfd-c900-4d61-a883-82e7aca68c63/inss.pdf,v1,present,DOC-1c6ba7c9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8c74a5c3-d7f2-4290-bb6e-f4929e41f966,borrower,32c7f845-0cf0-44d4-91dc-68073611ac01,inss_extract,H-f51caf7f-5afe-45,http://files.example/32c7f845-0cf0-44d4-91dc-68073611ac01/inss.pdf,v1,present,DOC-f60fbcf4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1fb18051-5f65-43ba-bf9f-e58f5810a64a,borrower,59051225-d0a5-4d23-bcc0-ac1c4c819722,inss_extract,H-4974863d-bdca-4f,http://files.example/59051225-d0a5-4d23-bcc0-ac1c4c819722/inss.pdf,v1,present,DOC-0313f30f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7727ee0f-1829-41dd-85e2-c997f28ee98b,borrower,b3e3e52d-5f03-430a-8d5e-acfc836f97da,inss_extract,H-7f8cbab4-e319-40,http://files.example/b3e3e52d-5f03-430a-8d5e-acfc836f97da/inss.pdf,v1,present,DOC-2620cfad,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cfef1e45-3398-4af4-b064-d32055b2cf6c,borrower,c1e4bc91-46fa-4c28-8357-c211afbaa98f,inss_extract,H-7b2420fd-0ea4-47,http://files.example/c1e4bc91-46fa-4c28-8357-c211afbaa98f/inss.pdf,v1,present,DOC-e1c3339a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8873cbd0-1734-4a8d-9d04-8dccf5d34925,borrower,376d49eb-3e6b-4bb2-afc5-7241d1141371,inss_extract,H-d795d434-3565-4f,http://files.example/376d49eb-3e6b-4bb2-afc5-7241d1141371/inss.pdf,v1,present,DOC-18ffdc95,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d8fa892c-2d81-4566-88a7-4eae242e50c0,borrower,38ec23db-ae46-4777-9190-ab4a8ad7baf4,inss_extract,H-ece971b5-a425-4c,http://files.example/38ec23db-ae46-4777-9190-ab4a8ad7baf4/inss.pdf,v1,present,DOC-f7ccca56,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
69dc86c1-3e34-4e4c-b24f-011d0fe525bc,borrower,77bdc03f-912c-4499-a7eb-5f5139e640a2,inss_extract,H-d734d2c3-12eb-48,http://files.example/77bdc03f-912c-4499-a7eb-5f5139e640a2/inss.pdf,v1,present,DOC-5ba8579f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e9f7316d-ec5d-4bb8-9b8b-2ced729de933,borrower,154ca773-f501-4294-9c23-977ef53afac5,inss_extract,H-4c8002cd-7134-42,http://files.example/154ca773-f501-4294-9c23-977ef53afac5/inss.pdf,v1,present,DOC-2b975374,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
94084032-e0ed-4863-91e5-b04b5bd0447d,borrower,189cc111-b131-47cc-90c6-e8815779291c,inss_extract,H-42df7dce-fc13-42,http://files.example/189cc111-b131-47cc-90c6-e8815779291c/inss.pdf,v1,present,DOC-9457d798,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
466ff262-d1da-4c8d-bce5-39cca9c1323b,borrower,ed9308b2-073a-4df1-8501-36a1438d676c,inss_extract,H-1844bb80-cfa4-40,http://files.example/ed9308b2-073a-4df1-8501-36a1438d676c/inss.pdf,v1,present,DOC-a2eb350f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
65f88285-dbcb-4e01-87f5-49486ead3b85,borrower,c8ac9f3e-65c9-46a2-bd03-19228955a7bf,inss_extract,H-6cfb7d07-ac8e-4f,http://files.example/c8ac9f3e-65c9-46a2-bd03-19228955a7bf/inss.pdf,v1,present,DOC-4229bf1e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
