payment_id,installment,contract,source,amount,paid_at,status,external_reference,reconciliation_batch,raw_payload,pix_transfer_key,end_to_end_id,transaction_key,request_control_key,idempotency_key,trace_id,created_at,updated_at
5674ca33-9506-4aa1-a193-3fec729262e7,b74e2f27-0ac8-4cc7-821c-791b19b3d09c,84334988-65f9-4d5b-9a8a-7e46d5c307ac,convenio,315.39,2025-10-04T12:00:00,settled,PAY-5674ca33,,"{""nsu"": ""5674ca33-950""}",,E2E-5674ca33-9,TRX-5674ca33,REQ-5674ca33,IK-5674ca33,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6ec205aa-5425-4117-b44d-12cb25041e1d,9c21b860-4465-4284-a8ec-16404196bf9e,127c3e38-7542-4a5c-b035-b4746a918b09,convenio,739.90,2025-10-04T12:00:00,processing,PAY-6ec205aa,,"{""nsu"": ""6ec205aa-542""}",,E2E-6ec205aa-5,TRX-6ec205aa,REQ-6ec205aa,IK-6ec205aa,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
df6a8860-1c7d-44cf-b62a-32c486c42d7b,27316db2-6522-4849-8d2c-9f7455f8cc30,95d0a285-2fc1-403f-8c46-402ef804f56d,boleto,633.40,2025-10-17T12:00:00,settled,PAY-df6a8860,,"{""nsu"": ""df6a8860-1c7""}",,E2E-df6a8860-1,TRX-df6a8860,REQ-df6a8860,IK-df6a8860,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ec8e890b-327c-41cc-8d2a-ffa69ec84d44,ae7d81d8-38ab-450c-a378-572291f9dd98,2af868c2-bf01-49a9-a99a-b957cc3decb7,convenio,1753.98,2025-10-04T12:00:00,settled,PAY-ec8e890b,,"{""nsu"": ""ec8e890b-327""}",,E2E-ec8e890b-3,TRX-ec8e890b,REQ-ec8e890b,IK-ec8e890b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a9c10558-8f64-4c19-9d16-9a271d855f7f,256bd29a-51e3-4c23-8a6b-ff80ec7456dd,30c996a4-122e-41f3-8ff2-903b2c5c6f08,boleto,1407.57,2025-10-06T12:00:00,settled,PAY-a9c10558,,"{""nsu"": ""a9c10558-8f6""}",,E2E-a9c10558-8,TRX-a9c10558,REQ-a9c10558,IK-a9c10558,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ea6026d3-d460-4e66-9897-fc3fc6c7441d,bb98fa9d-73da-4f4d-8035-6fb2f2ce4276,dadf1a36-d552-4464-b741-9b2695b8eb89,convenio,2867.04,2025-10-04T12:00:00,processing,PAY-ea6026d3,,"{""nsu"": ""ea6026d3-d46""}",,E2E-ea6026d3-d,TRX-ea6026d3,REQ-ea6026d3,IK-ea6026d3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
56e552cf-0fae-4837-88b1-32691ce32e7f,00b36098-c919-4cfc-9a9c-0c2bc38ceace,3bed16de-3bed-49ed-9997-f13fbd104789,pix,1616.50,2025-10-04T12:00:00,settled,PAY-56e552cf,,"{""nsu"": ""56e552cf-0fa""}",,E2E-56e552cf-0,TRX-56e552cf,REQ-56e552cf,IK-56e552cf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8fc613b6-3b35-443f-a393-0da70b8466d5,7410775b-fc79-4040-8e00-1e5962fbbbfb,8fa6ec34-6f08-46f9-9c60-edc9bde9d4a8,boleto,915.12,2025-10-06T12:00:00,settled,PAY-8fc613b6,,"{""nsu"": ""8fc613b6-3b3""}",,E2E-8fc613b6-3,TRX-8fc613b6,REQ-8fc613b6,IK-8fc613b6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1283bdb4-1f1c-4faf-97da-76f2e0ae4e5a,4bd314cb-6d66-453c-b1ec-dd2e437f6760,22ae88fd-d242-497b-a981-b77aa094ce81,pix,332.01,2025-10-04T12:00:00,settled,PAY-1283bdb4,,"{""nsu"": ""1283bdb4-1f1""}",,E2E-1283bdb4-1,TRX-1283bdb4,REQ-1283bdb4,IK-1283bdb4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3299748e-b766-4549-839b-7910800f145d,efc1fd2f-ae61-4e40-889d-bb817680f7d1,ad9a956e-edc4-40aa-ac98-0ed013afdafa,convenio,1090.45,2025-10-04T12:00:00,settled,PAY-3299748e,,"{""nsu"": ""3299748e-b76""}",,E2E-3299748e-b,TRX-3299748e,REQ-3299748e,IK-3299748e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
657a9254-061d-451b-8fdd-bac40bd7f23d,74397d66-7c8e-4b00-851b-b8a4012d5a77,f54fdac0-e58a-4bac-aef7-9af920d6da1c,ted,5486.20,2025-10-04T12:00:00,processing,PAY-657a9254,,"{""nsu"": ""657a9254-061""}",,E2E-657a9254-0,TRX-657a9254,REQ-657a9254,IK-657a9254,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
43ef84fb-5e3d-4dc6-b3b6-b219bdd26b74,742fe248-56d0-483b-806f-4672c7cb75c4,8a507d75-2ece-4bf0-b372-80c2954781a1,boleto,1472.18,2025-10-04T12:00:00,processing,PAY-43ef84fb,,"{""nsu"": ""43ef84fb-5e3""}",,E2E-43ef84fb-5,TRX-43ef84fb,REQ-43ef84fb,IK-43ef84fb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2661947b-1d53-44be-b8b5-3082d56dac62,1940eab0-b2cb-4349-8f15-9fb7c413fc49,3b5801b8-8181-43e5-91b7-d35c3d6ac229,ted,1117.11,2025-10-04T12:00:00,processing,PAY-2661947b,,"{""nsu"": ""2661947b-1d5""}",,E2E-2661947b-1,TRX-2661947b,REQ-2661947b,IK-2661947b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
acbc73d9-6dce-44d8-a62b-f91983ae0948,40d42ebb-b119-437d-bb29-00cc03625e4e,e4be1a35-8dd5-4ac8-a322-aaf895f7c981,boleto,710.23,2025-10-04T12:00:00,processing,PAY-acbc73d9,,"{""nsu"": ""acbc73d9-6dc""}",,E2E-acbc73d9-6,TRX-acbc73d9,REQ-acbc73d9,IK-acbc73d9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e1f1e51a-0a30-40ce-a80e-55db4debec9f,988ae3b2-d32f-444b-9af4-089aeecd5a39,17b570fc-a8d3-4355-9695-aad02bc7a45d,boleto,1502.62,2025-10-06T12:00:00,processing,PAY-e1f1e51a,,"{""nsu"": ""e1f1e51a-0a3""}",,E2E-e1f1e51a-0,TRX-e1f1e51a,REQ-e1f1e51a,IK-e1f1e51a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a5bd26e2-66a7-44a3-b9f4-a918be73c0e6,c18b8be2-df77-4794-9e73-cb1e0f8ae0a3,44c1f8c1-9836-425e-8d80-44014bf7655a,ted,1621.96,2025-10-09T12:00:00,processing,PAY-a5bd26e2,,"{""nsu"": ""a5bd26e2-66a""}",,E2E-a5bd26e2-6,TRX-a5bd26e2,REQ-a5bd26e2,IK-a5bd26e2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
890deeee-4586-4869-a611-5304b6791390,cf3e7be0-0bf8-48a4-98d0-a068ea9e3ac8,83ebdf20-f913-412a-94b8-5f6321fcf0d4,convenio,3099.34,2025-10-04T12:00:00,settled,PAY-890deeee,,"{""nsu"": ""890deeee-458""}",,E2E-890deeee-4,TRX-890deeee,REQ-890deeee,IK-890deeee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
771b8856-a261-4a97-a6d7-e2e5247ecda9,6a15ebd4-aab7-426e-afe4-6a099ad22cd7,534abe44-de12-457e-bdd0-c88a4024f7a8,boleto,2492.26,2025-10-04T12:00:00,processing,PAY-771b8856,,"{""nsu"": ""771b8856-a26""}",,E2E-771b8856-a,TRX-771b8856,REQ-771b8856,IK-771b8856,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0ab40156-ac25-4187-a22c-f49c644dad0c,3ac855a5-775d-4ec0-be7b-a284d4150960,e24c15b5-ef56-4570-ba1d-6bc68ff4de33,pix,929.80,2025-10-04T12:00:00,processing,PAY-0ab40156,,"{""nsu"": ""0ab40156-ac2""}",,E2E-0ab40156-a,TRX-0ab40156,REQ-0ab40156,IK-0ab40156,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a0aa0009-0430-47d1-a46e-80cc259fd41a,3139e47c-abc1-41b6-aaa8-b8a8782e8f10,d9fd9148-c982-4d89-9f16-d6b1e6c6542b,convenio,1818.91,2025-10-04T12:00:00,processing,PAY-a0aa0009,,"{""nsu"": ""a0aa0009-043""}",,E2E-a0aa0009-0,TRX-a0aa0009,REQ-a0aa0009,IK-a0aa0009,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d648d669-4736-443c-81a2-0de047132545,1f8dbb18-a7b4-4963-b9ba-aabdfaba0255,c2c5a1f9-aa9c-49c7-afc0-3b61dfaeafc8,pix,1384.75,2025-10-19T12:00:00,processing,PAY-d648d669,,"{""nsu"": ""d648d669-473""}",,E2E-d648d669-4,TRX-d648d669,REQ-d648d669,IK-d648d669,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5de0400c-d2c3-4f3a-9d6e-48561c5308e6,e6a0779d-7a0f-4687-9a9b-677f5ac3c2f6,2514a311-943e-45f6-8c85-e9a466a7c794,convenio,701.10,2025-10-04T12:00:00,processing,PAY-5de0400c,,"{""nsu"": ""5de0400c-d2c""}",,E2E-5de0400c-d,TRX-5de0400c,REQ-5de0400c,IK-5de0400c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
284ae583-3679-4417-b675-c85a3c06f609,fb68fe79-7bf8-458d-93b0-4ff4fe74726c,750a2c56-9868-4cfb-b81e-eb8b377c54ee,boleto,582.79,2025-10-06T12:00:00,settled,PAY-284ae583,,"{""nsu"": ""284ae583-367""}",,E2E-284ae583-3,TRX-284ae583,REQ-284ae583,IK-284ae583,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6d9d5aad-9866-448b-9b9a-d279f9c2c863,14be3e5a-35d9-4f9d-8f44-16377bb55f3c,1d809df6-88c3-458b-a26a-51133589fd42,boleto,610.98,2025-10-04T12:00:00,settled,PAY-6d9d5aad,,"{""nsu"": ""6d9d5aad-986""}",,E2E-6d9d5aad-9,TRX-6d9d5aad,REQ-6d9d5aad,IK-6d9d5aad,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
747d0ef3-e36c-462e-86f3-456aac2d52da,80790515-0488-46ca-aed2-490ea2df427f,3785ed4c-39ab-40ec-8cc3-2e8982fb951b,convenio,490.78,2025-10-04T12:00:00,processing,PAY-747d0ef3,,"{""nsu"": ""747d0ef3-e36""}",,E2E-747d0ef3-e,TRX-747d0ef3,REQ-747d0ef3,IK-747d0ef3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2ca36d08-82f2-499b-93da-9d8e0b6d307f,da816d64-faab-4613-b2e9-c06eaf340e27,ff1bd139-c42e-4909-b56b-a009c01653a5,ted,329.36,2025-10-04T12:00:00,processing,PAY-2ca36d08,,"{""nsu"": ""2ca36d08-82f""}",,E2E-2ca36d08-8,TRX-2ca36d08,REQ-2ca36d08,IK-2ca36d08,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
151ba35d-1888-4429-82ab-acda0774b78b,72a0a3fe-1fc2-44a2-ab36-317fc912f037,72e0f985-d3b0-42ee-b147-923c9c90c5dc,convenio,1336.92,2025-10-04T12:00:00,processing,PAY-151ba35d,,"{""nsu"": ""151ba35d-188""}",,E2E-151ba35d-1,TRX-151ba35d,REQ-151ba35d,IK-151ba35d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9175e4d1-c101-4ca4-a85b-22413a111cc4,26ecc665-09c0-45a0-acfa-759b79dc4635,8752c2f5-d906-4270-84c8-b54a5fbe3324,boleto,380.29,2025-10-04T12:00:00,settled,PAY-9175e4d1,,"{""nsu"": ""9175e4d1-c10""}",,E2E-9175e4d1-c,TRX-9175e4d1,REQ-9175e4d1,IK-9175e4d1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bf516889-fd76-411b-b246-b6d2e1974d7b,e978761c-1f40-4c32-9b34-54acab82f8d2,7ac7e89a-7a43-481d-9e0a-2fdd81c1cd71,convenio,374.68,2025-10-04T12:00:00,processing,PAY-bf516889,,"{""nsu"": ""bf516889-fd7""}",,E2E-bf516889-f,TRX-bf516889,REQ-bf516889,IK-bf516889,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3fcf4c35-0e38-4299-b5bb-627dd59ef664,91e776a5-bd88-45db-8116-e2aab52246b3,6edfe4b1-4928-40ab-8ade-02eab736cc6a,convenio,1052.74,2025-10-04T12:00:00,processing,PAY-3fcf4c35,,"{""nsu"": ""3fcf4c35-0e3""}",,E2E-3fcf4c35-0,TRX-3fcf4c35,REQ-3fcf4c35,IK-3fcf4c35,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2a3b0661-ebdc-4070-88c6-ae3273b7acb4,b32ace47-a9cd-4179-bc32-93f2d8b8930b,5dddad4e-5af2-4e78-ae23-b1e36c09aa01,convenio,2062.52,2025-10-13T12:00:00,settled,PAY-2a3b0661,,"{""nsu"": ""2a3b0661-ebd""}",,E2E-2a3b0661-e,TRX-2a3b0661,REQ-2a3b0661,IK-2a3b0661,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ab9875c8-9901-4356-ba29-0c65cad11f22,3fafb973-0b14-4b76-b881-35d394947a7e,c4b9a959-030b-49ed-9fc7-cab500997cbc,boleto,1728.53,2025-10-04T12:00:00,processing,PAY-ab9875c8,,"{""nsu"": ""ab9875c8-990""}",,E2E-ab9875c8-9,TRX-ab9875c8,REQ-ab9875c8,IK-ab9875c8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
17df0f1d-b8e6-4f4e-9ea9-c86c95302ef3,389ae186-6308-4e4a-9f01-ccb2799f07a8,943d9e8e-fcc7-4bee-a61d-13650c1323d7,convenio,2310.55,2025-10-04T12:00:00,processing,PAY-17df0f1d,,"{""nsu"": ""17df0f1d-b8e""}",,E2E-17df0f1d-b,TRX-17df0f1d,REQ-17df0f1d,IK-17df0f1d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
34c236ef-f9a1-4edf-b6f0-bf3386376946,26bdf27c-2424-42c8-ae06-b11ddb9bd503,ad8b4ccf-aac6-4f88-86a5-6bddaf18b4b9,boleto,1868.05,2025-10-04T12:00:00,processing,PAY-34c236ef,,"{""nsu"": ""34c236ef-f9a""}",,E2E-34c236ef-f,TRX-34c236ef,REQ-34c236ef,IK-34c236ef,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b1da05da-8ea0-4f07-8add-392e42a1e61e,687ecd1d-894e-47fa-bca1-1d95ae2586c8,3b1f5ffe-d8b9-4235-a963-6d38e3e8bf41,pix,325.20,2025-10-11T12:00:00,processing,PAY-b1da05da,,"{""nsu"": ""b1da05da-8ea""}",,E2E-b1da05da-8,TRX-b1da05da,REQ-b1da05da,IK-b1da05da,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
